folioviv,foliohog,numren,id_trabajo,tipoact,numprod,codigo,cosecha,destino,cantidad,valestim
0300356802,1,01,1,9,04,543,0,1,10,800
0300356802,1,01,1,9,03,559,0,6,4,40
0300356802,1,01,1,9,03,559,0,3,10,100
0300356802,1,01,1,9,03,559,0,1,10,100
0300356802,1,01,1,9,02,522,0,6,2,50
0300356802,1,01,1,9,02,522,0,3,5,125
0300356802,1,01,1,9,02,522,0,1,20,500
0300356802,1,01,1,9,01,538,0,3,5,400
0300356802,1,01,1,9,05,502,0,6,2,80
0300356802,1,01,1,9,05,502,0,3,3,120
0300356802,1,01,1,9,05,502,0,1,20,800
0300367201,1,01,2,5,02,275,0,7,6,7800
0300367201,1,01,2,5,02,275,0,6,2,2600
0300367201,1,01,2,5,01,246,0,1,1,1700
0300457504,1,01,1,5,03,284,0,6,10625,63750
0300457504,1,01,1,5,03,284,0,2,4250,25500
0300470703,1,01,2,4,01,161,1,1,104,910
0300470703,1,01,2,4,01,161,1,6,8,70
0300517405,1,02,1,9,04,502,0,1,200,20000
0300517405,1,02,1,9,05,585,0,1,150,19500
0300517405,1,02,1,9,03,522,0,1,100,12000
0300517405,1,02,1,9,02,527,0,1,50,7500
0300517405,1,02,1,9,01,559,0,1,25,3250
0300522906,1,01,1,9,03,555,0,1,50,3000
0300522906,1,01,1,9,01,522,0,1,150,10500
0300522906,1,01,1,9,02,566,0,6,100,8500
0300522906,1,01,1,9,01,522,0,7,200,14000
0300522906,1,01,1,9,01,522,0,6,150,10500
0300522906,1,01,1,9,03,555,0,3,50,3000
0300522906,1,01,1,9,02,566,0,3,100,8500
0300522906,1,01,1,9,02,566,0,4,100,8500
0300770009,1,02,2,9,01,485,0,1,20,1600
0300770009,1,02,2,9,02,504,0,1,10,1800
0300770009,1,02,2,9,02,504,0,6,10,1800
0300770009,1,02,2,9,01,485,0,6,10,800
0301331624,1,01,1,5,03,284,0,2,1568,31360
0301331624,1,01,1,5,03,284,0,1,32,640
0301341003,1,02,1,5,02,250,0,2,5,600
0301341003,1,02,1,5,03,248,0,2,3,150
0301341003,1,02,1,5,03,248,0,6,2,100
0301341003,1,02,1,5,04,260,0,6,2,100
0301341003,1,02,1,5,05,253,0,6,3,3000
0301341003,1,02,1,5,05,253,0,7,1,1000
0301341003,1,02,1,5,07,261,0,7,1,65
0301341003,1,02,1,5,08,254,0,1,2,640
0301341003,1,02,1,5,09,279,0,1,58,2880
0301341003,1,02,1,5,10,280,0,1,5,400
0301341003,1,02,1,5,10,280,0,6,1,60
0301341003,1,02,1,5,01,263,0,1,32,3840
0301341003,1,02,1,5,01,263,0,6,16,1920
0301341913,1,01,2,5,01,251,0,1,1,150
0301397215,1,03,2,6,01,407,0,1,1000,3000
0301397215,1,03,2,6,01,407,0,6,1000,3000
0360001004,1,01,1,9,03,559,0,1,15,150
0360001004,1,01,1,9,03,559,0,6,18,180
0360001004,1,01,1,9,01,522,0,1,36,1440
0360001004,1,01,1,9,05,485,0,6,6,180
0360001004,1,01,1,9,05,485,0,1,9,270
0360001004,1,01,1,9,04,548,0,6,15,150
0360001004,1,01,1,9,02,585,0,1,15,150
0360001004,1,01,1,9,02,585,0,6,10,100
0360001004,1,01,1,9,04,548,0,1,15,150
0360001004,1,01,1,9,01,522,0,6,12,480
0360001902,1,01,1,9,02,504,0,1,6,600
0360002507,1,01,1,9,01,541,0,1,340,18700
0360002507,1,01,1,9,01,541,0,6,60,3300
0360002507,1,01,1,9,02,592,0,1,800,52000
0360002507,1,01,1,9,02,592,0,6,400,26000
0360002507,1,01,1,9,03,547,0,6,200,18000
0360002507,1,01,1,9,03,547,0,1,600,54000
0360002821,1,01,1,5,01,272,0,6,300,1050
0360002821,1,01,1,5,01,272,0,1,700,2450
0360003217,1,01,1,9,01,504,0,1,20,3000
0360003217,1,01,1,9,02,531,0,6,30,660
0360003217,1,01,1,9,02,531,0,1,10,220
0360003217,1,01,1,9,01,504,0,6,500,7500
0360003620,1,01,1,9,07,555,0,6,20,420
0360003620,1,01,1,9,03,592,0,1,50,950
0360003620,1,01,1,9,06,511,0,6,30,540
0360003620,1,01,1,9,07,555,0,1,30,630
0360003620,1,01,1,9,06,511,0,1,20,360
0360003620,1,01,1,9,02,531,0,1,30,540
0360003620,1,01,1,9,01,547,0,1,50,2500
0360003620,1,01,1,9,05,504,0,6,10,700
0360003620,1,01,1,9,05,504,0,1,40,2800
0360003620,1,01,1,9,04,543,0,6,20,240
0360003620,1,01,1,9,04,543,0,1,10,120
0360003620,1,01,1,9,03,592,0,6,50,950
0360003620,1,01,1,9,10,566,0,6,15,450
0360003620,1,01,1,9,10,566,0,1,5,150
0360003620,1,01,1,9,08,478,0,6,10,550
0360003620,1,01,1,9,08,478,0,1,60,3300
0360004402,1,02,1,5,03,244,0,6,3,4500
0360004402,1,02,1,5,03,244,0,1,10,15000
0360004402,1,02,1,5,01,246,0,1,1,2000
0360004402,1,02,1,4,01,010,1,2,6400,576000
0360018419,1,04,1,5,01,248,0,6,1,100
0360022607,1,01,1,4,01,007,1,6,60,500
0360022607,1,01,1,4,01,007,1,1,6,50
0360022607,1,01,1,4,01,007,1,3,1800,15000
0360022832,1,01,2,5,01,268,0,1,2,20000
0360022832,1,01,2,5,01,268,0,2,2,20000
0360022832,1,01,2,5,01,268,0,3,1,10000
0360022832,1,01,2,5,01,268,0,4,1,10000
0360022832,1,01,2,5,01,268,0,6,1,10000
0360022832,1,01,2,5,02,240,0,1,1,10000
0360022832,1,01,2,5,02,240,0,3,1,10000
0360022832,1,01,2,5,03,284,0,1,760,11400
0360022832,1,01,2,5,03,284,0,6,456,6840
0360024909,1,01,1,4,01,146,1,1,200,5000
0360024909,1,01,1,4,01,146,1,6,8,200
0360024909,1,01,1,4,03,172,1,6,100,1800
0360024909,1,01,1,4,02,003,1,6,100,8000
0360024909,1,01,1,4,03,172,1,1,80,1440
0360024909,1,01,1,4,02,003,1,1,80,6400
0360048416,1,03,1,9,01,485,0,1,936,46800
0360048416,1,03,1,9,01,485,0,6,624,31200
0360048416,1,03,1,9,02,506,0,1,936,74880
0360048416,1,03,1,9,02,506,0,6,624,49920
0360048610,1,02,1,4,01,010,1,2,2880,4050
0360050009,1,02,1,5,04,284,0,2,100,800
0360050211,1,01,1,4,01,074,1,6,10,650
0360050211,1,01,1,4,02,087,1,6,5,600
0360050211,1,01,1,4,02,087,1,1,5,100
0360050211,1,01,1,4,01,074,1,2,5,300
0360050211,1,01,1,4,01,074,1,1,5,250
0360050211,1,01,1,4,03,049,1,1,10,80
0360050211,1,01,1,4,03,049,1,6,20,200
0360050211,1,01,1,4,04,005,1,1,5,100
0360050211,1,01,1,4,04,005,1,6,5,400
0360050213,1,01,1,5,01,268,0,1,1,8000
0360050213,1,01,1,5,01,268,0,3,2,20000
0360050213,1,01,1,5,02,240,0,6,1,4000
0360050305,1,01,1,5,01,244,0,1,5,7500
0360050305,1,01,1,5,02,283,0,1,50,450
0360053607,1,02,2,5,01,263,0,6,3,510
0360053607,1,02,2,5,01,263,0,1,9,1530
0360053610,1,02,1,5,04,263,0,1,4,640
0360053610,1,02,1,5,04,263,0,3,2,320
0360053610,1,02,1,5,04,263,0,6,3,480
0360053811,1,01,1,5,09,240,0,7,1,8000
0360053811,1,01,1,5,07,279,0,1,4,360
0360053811,1,01,1,5,06,262,0,1,5,250
0360053811,1,01,1,5,05,250,0,1,3,300
0360053811,1,01,1,5,03,244,0,1,3,3000
0360053815,1,01,1,5,04,262,0,1,15,300
0360053815,1,01,1,5,01,249,0,1,3,3000
0360053815,1,01,1,5,07,279,0,1,5,450
0360061014,1,01,1,4,01,010,1,2,100800,201600
0360061014,1,01,1,5,02,240,0,4,12,72000
0360061014,1,01,1,5,03,284,0,1,48,331
0360061014,1,01,1,5,03,284,0,6,96,662
0360061015,1,02,1,4,01,010,1,2,50400,122400
0360061015,1,02,1,5,04,244,0,1,1,1000
0360061015,1,02,1,5,06,284,0,6,48,322
0360084324,1,01,1,9,01,522,0,1,144,2880
0360084410,1,02,1,9,01,579,0,1,48,3360
0360084410,1,02,1,9,01,579,0,6,72,5040
0360084804,1,01,2,9,01,522,0,1,5,400
0360084804,1,01,2,9,01,522,0,6,5,400
0360084804,1,01,2,9,02,600,0,6,6,480
0360084804,1,01,2,9,03,559,0,1,10,100
0360084804,1,01,2,9,03,559,0,6,10,100
0360084805,1,01,1,9,03,514,0,6,200,3000
0360084805,1,01,1,9,03,514,0,1,50,750
0360084805,1,01,1,9,02,543,0,6,150,5250
0360084805,1,01,1,9,02,543,0,1,150,5250
0360084805,1,01,1,9,01,522,0,7,700,28000
0360084805,1,01,1,9,01,522,0,6,100,4000
0360084805,1,01,1,9,03,514,0,7,300,4500
0360084805,1,01,1,9,01,522,0,1,100,4000
0360084806,1,01,1,9,05,499,0,1,50,500
0360084806,1,01,1,9,05,499,0,4,400,4000
0360084806,1,01,1,9,05,499,0,6,300,3000
0360084806,1,01,1,9,05,499,0,7,300,3000
0360084806,1,01,1,9,04,600,0,4,300,2400
0360084806,1,01,1,9,04,600,0,6,200,1600
0360084806,1,01,1,9,02,522,0,6,35,455
0360084806,1,01,1,9,02,522,0,1,56,728
0360084806,1,01,1,9,01,502,0,1,60,4200
0360084806,1,01,1,9,04,600,0,7,300,2400
0360084806,1,01,1,9,04,600,0,1,100,800
0360087203,1,02,1,4,04,211,1,1,20,400
0360087203,1,02,1,4,05,172,1,1,24,408
0360087203,1,02,1,4,06,118,1,1,2,200
0360087203,1,02,1,5,02,279,0,1,95,3800
0360087203,1,02,1,5,02,279,0,6,4,160
0360087203,1,02,1,4,01,079,1,1,14,630
0360087203,1,02,1,4,01,079,1,6,1,45
0360087203,1,02,1,4,02,049,1,1,24,192
0360087203,1,02,1,4,03,161,1,1,65,1625
0360087203,1,02,1,4,03,161,1,6,7,175
0360121008,1,01,2,4,01,124,1,6,1500,45000
0360121008,1,01,2,4,01,124,1,1,1500,1500
0360121709,1,01,1,4,02,049,1,6,4,400
0360121709,1,01,1,4,03,054,1,1,10,300
0360121709,1,01,1,4,03,054,1,6,5,300
0360121709,1,01,1,4,01,130,1,1,1140,50400
0360121709,1,01,1,4,01,130,1,2,120,600
0360121709,1,01,1,4,01,130,1,6,480,16800
0360121709,1,01,1,4,02,049,1,1,4,150
0360122603,1,01,1,5,03,284,0,2,120,960
0360122607,1,01,1,5,03,284,0,1,730,7300
0360122607,1,01,1,5,03,284,0,6,300,3000
0360122607,1,01,1,5,03,284,0,2,28170,281700
0360122607,1,01,1,5,02,240,0,1,2,16000
0360129602,1,01,2,5,02,274,0,1,3,1200
0360129603,1,01,1,9,03,600,0,1,10,220
0360129603,1,01,1,9,02,522,0,6,4,60
0360129603,1,01,1,9,02,522,0,1,6,90
0360129917,1,01,1,5,04,284,0,2,2160,38880
0360129917,1,01,1,5,03,240,0,3,1,7000
0360129917,1,01,1,5,03,240,0,4,1,7000
0360138018,1,01,1,5,08,279,0,1,10,450
0360138018,1,01,1,5,07,284,0,2,9000,90000
0360138307,1,02,1,4,01,161,1,1,32,960
0360138307,1,02,1,4,01,161,1,6,16,480
0360138310,1,01,1,5,01,251,0,1,1,150
0360138310,1,01,1,5,03,279,0,1,24,1200
0360138311,1,02,1,4,01,161,1,1,10,350
0360140006,1,02,1,4,04,152,1,1,10,100
0360140006,1,02,1,4,03,198,1,6,20,140
0360140006,1,02,1,4,03,198,1,1,50,350
0360140006,1,02,1,4,02,040,1,6,20,160
0360140006,1,02,1,4,02,040,1,1,30,240
0360140006,1,02,1,4,01,098,1,1,30,750
0360140006,1,02,1,4,06,088,1,1,25,100
0360140006,1,02,1,4,06,088,1,6,25,100
0360140008,1,01,1,4,07,040,1,1,300,2400
0360140008,1,01,1,4,07,040,1,6,300,2400
0360140008,1,01,1,4,08,194,1,2,1100,3300
0360140008,1,01,1,5,01,269,0,1,1,12000
0360140008,1,01,1,5,02,240,0,1,2,14000
0360140008,1,01,1,5,03,284,0,1,900,4500
0360140008,1,01,1,4,06,039,1,2,50,200
0360140008,1,01,1,4,06,039,1,1,50,200
0360140008,1,01,1,4,05,074,1,1,100,3000
0360140008,1,01,1,4,02,198,1,6,200,1200
0360140008,1,01,1,4,02,198,1,2,200,1200
0360140008,1,01,1,5,03,284,0,2,13500,67500
0360140008,1,01,1,4,02,198,1,1,600,3600
0360140008,1,01,1,4,01,140,1,2,2000,14000
0360140008,1,01,1,4,01,140,1,1,300,2100
0360168020,1,01,1,5,05,279,0,1,38,2074
0360168020,1,01,1,5,02,250,0,6,36,4680
0360168020,1,01,1,5,03,248,0,1,24,3600
0360168020,1,01,1,5,03,248,0,6,3,450
0360168020,1,01,1,5,02,250,0,1,96,12480
0360168020,1,01,1,5,01,246,0,7,2,7200
0360168020,1,01,1,5,01,246,0,1,3,10800
0360168020,1,01,1,5,05,279,0,6,16,864
0360168021,1,01,1,5,03,284,0,1,1080,21600
0360168021,1,01,1,5,01,244,0,1,3,3600
0360168021,1,01,1,5,03,284,0,2,7740,154800
0360168022,1,01,1,5,06,283,0,2,720,21600
0360168313,1,02,1,5,05,268,0,6,1,8000
0360168313,1,02,1,5,04,284,0,2,1710,30780
0360168313,1,02,1,5,04,284,0,1,90,1620
0360168313,1,02,1,5,01,240,0,4,5,5000
0360168315,1,01,1,5,01,244,0,1,5,5000
0360168315,1,01,1,5,01,244,0,7,1,1000
0360168315,1,01,1,5,01,244,0,3,3,3000
0360168315,1,01,1,5,01,244,0,6,7,7000
0360168316,1,02,1,6,01,407,0,6,300,1050
0360168316,1,02,1,6,01,407,0,1,4000,14000
0360168316,1,02,1,6,01,407,0,7,500,1750
0360184003,1,02,2,5,02,286,0,1,19,1995
0360193007,1,01,1,5,01,240,0,4,7,30000
0360193007,1,01,1,5,04,263,0,1,20,2600
0360193007,1,01,1,5,05,284,0,2,78200,218400
0360193008,1,01,1,5,03,284,0,2,6000,72000
0360193008,1,01,1,5,01,268,0,1,2,20000
0360193009,1,01,1,5,01,246,0,1,4,5400
0360193010,1,02,1,5,04,284,0,2,16754,418850
0360193010,1,02,1,5,04,284,0,1,34,850
0360193012,1,01,1,5,01,268,0,1,1,10000
0360193012,1,01,1,5,01,268,0,5,1,10000
0360193012,1,01,1,5,02,244,0,1,3,3000
0360193012,1,01,1,5,07,279,0,6,63,5500
0360193012,1,01,1,5,02,244,0,6,1000,1000
0360193012,1,01,1,5,07,279,0,1,63,5500
0360193012,1,01,1,5,06,284,0,2,15317,306340
0360193012,1,01,1,5,06,284,0,1,360,7200
0360193012,1,01,1,5,04,250,0,1,3,450
0360193012,1,01,1,5,03,240,0,1,4,36000
0360193214,1,01,1,5,04,250,0,1,20,2000
0360193214,1,01,1,5,05,279,0,1,58,3840
0360193214,1,01,1,5,06,284,0,2,29585,295850
0360193214,1,01,1,5,06,284,0,1,915,9150
0360193214,1,01,1,5,05,279,0,6,60,3968
0360193215,1,01,1,5,02,244,0,1,2,2000
0360193216,1,01,1,5,05,284,0,1,1280,38400
0360193216,1,01,1,5,01,268,0,1,7,105000
0360193216,1,01,1,5,01,268,0,3,2,30000
0360193216,1,01,1,5,04,254,0,1,2,800
0360193216,1,01,1,5,03,244,0,6,4,4000
0360193216,1,01,1,5,03,244,0,1,2,2000
0360193217,1,01,1,5,02,284,0,2,488,4880
0360193217,1,01,1,5,04,240,0,6,2,1100
0360193217,1,01,1,5,05,250,0,1,3,300
0360193217,1,01,1,5,06,279,0,6,81,4050
0360193217,1,01,1,5,06,279,0,1,27,1350
0360193218,1,01,1,5,07,284,0,2,762,7620
0360193218,1,01,1,5,05,246,0,1,2,2000
0360193218,1,01,1,5,08,279,0,6,43,2880
0360193218,1,01,1,5,07,284,0,1,458,6100
0360193218,1,01,1,5,08,279,0,1,180,8988
0360193301,1,01,1,5,02,241,0,6,3,6000
0360193301,1,01,1,5,02,241,0,1,4,8000
0360193301,1,01,1,5,05,284,0,1,366,9150
0360193301,1,01,1,5,05,284,0,2,3716,55740
0360193302,1,01,1,5,04,284,0,2,7474,112110
0360193302,1,01,1,5,04,284,0,1,183,4575
0360193302,1,01,1,5,03,279,0,1,105,6720
0360193306,1,01,1,5,04,284,0,1,1464,36600
0360193720,1,02,1,5,01,250,0,1,24,2400
0360193720,1,02,1,5,01,250,0,6,15,1500
0360195814,1,01,1,5,01,268,0,6,1,8000
0360195814,1,01,1,5,01,268,0,1,4,24000
0360198206,1,01,1,5,06,284,0,2,310,3100
0360198206,1,01,1,4,01,049,1,1,300,600
0360198206,1,01,1,4,01,049,1,2,100,200
0360198206,1,01,1,5,02,274,0,1,4,2000
0360198206,1,01,1,5,01,244,0,1,4,2000
0360198206,1,01,1,4,06,039,1,1,45,360
0360198206,1,01,1,4,01,049,1,6,100,200
0360198206,1,01,1,4,05,058,1,1,40,240
0360198206,1,01,1,4,04,194,1,2,250,250
0360198206,1,01,1,4,03,087,1,1,5,150
0360198206,1,01,1,4,02,098,1,6,10,200
0360198206,1,01,1,4,02,098,1,2,20,400
0360198206,1,01,1,4,02,098,1,1,70,1400
0360198206,1,01,1,4,05,058,1,6,5,30
0360198207,1,01,1,4,07,194,1,2,800,1600
0360198207,1,01,1,4,06,087,1,1,5,150
0360198207,1,01,1,4,04,074,1,6,20,600
0360198207,1,01,1,4,05,098,1,1,60,3000
0360198207,1,01,1,4,04,074,1,1,30,900
0360198207,1,01,1,4,03,088,1,1,20,100
0360198207,1,01,1,4,02,140,1,2,100,500
0360198207,1,01,1,4,01,049,1,6,200,600
0360198207,1,01,1,5,08,284,0,2,20,300
0360198207,1,01,1,5,07,283,0,2,20,300
0360198207,1,01,1,5,06,241,0,6,1,500
0360198207,1,01,1,4,01,049,1,1,300,1000
0360198207,1,01,1,5,03,244,0,1,3,2100
0360198208,1,01,2,4,01,198,1,2,10,40
0360198208,1,03,2,5,01,250,0,6,4,400
0360198208,1,03,2,5,01,250,0,1,5,500
0360198208,1,01,2,4,07,087,1,1,30,900
0360198208,1,01,2,4,06,194,1,6,150,300
0360198208,1,01,2,4,05,088,1,6,25,125
0360198208,1,01,2,4,01,198,1,6,10,40
0360198208,1,01,2,4,03,174,1,1,20,340
0360198208,1,01,2,4,03,174,1,6,7,119
0360198208,1,01,2,4,04,074,1,1,10,250
0360198208,1,01,2,4,04,074,1,6,8,200
0360198208,1,01,2,4,05,088,1,1,50,250
0360198208,1,01,2,4,05,088,1,2,25,125
0360198208,1,03,2,5,02,279,0,6,42,1300
0360198208,1,03,2,5,02,279,0,1,42,1300
0360198208,1,01,2,4,01,198,1,1,20,80
0360198501,1,01,1,5,05,283,0,6,20,200
0360198501,1,01,1,5,01,244,0,1,9,9000
0360198501,1,01,1,5,01,244,0,6,1,1000
0360198501,1,01,1,5,04,240,0,1,1,8000
0360198501,1,01,1,5,05,283,0,1,180,1800
0360198504,1,01,2,4,01,098,1,1,70,2730
0360198504,1,01,2,4,01,098,1,6,10,390
0360198504,1,01,2,4,02,049,1,1,100,200
0360198504,1,01,2,4,02,049,1,6,100,200
0360198504,1,01,2,4,03,194,1,2,100,450
0360198504,1,01,2,4,01,098,1,2,20,780
0360198612,1,01,1,5,05,241,0,1,5,5000
0360198612,1,01,1,5,03,240,0,1,1,8000
0360198612,1,01,1,5,06,244,0,1,6,6000
0360198613,1,01,1,5,03,240,0,4,1,7000
0360198613,1,01,1,5,03,240,0,1,1,7000
0360198613,1,01,1,5,05,274,0,1,1,1000
0360198614,1,01,1,5,03,283,0,1,150,1500
0360198614,1,01,1,5,03,283,0,6,1950,19500
0360198614,1,01,1,5,02,244,0,1,2,2000
0360198616,1,01,1,5,01,268,0,3,1,8000
0360198616,1,01,1,5,02,240,0,5,1,6000
0360198717,1,01,1,5,02,268,0,1,1,8000
0360198718,1,01,1,5,02,274,0,6,2,1000
0360198718,1,01,1,5,01,244,0,1,10,10000
0360198719,1,01,1,5,01,244,0,1,1,1500
0360198719,1,01,1,5,02,274,0,1,1,525
0360198719,1,01,1,5,02,274,0,6,6,3150
0360198719,1,01,1,5,09,283,0,2,7300,87600
0360198721,1,01,1,5,06,244,0,1,5,5000
0360198721,1,01,1,5,06,244,0,6,3,10000
0400042205,1,01,1,4,01,133,1,6,500,500
0400042205,1,01,1,4,02,003,1,1,50,500
0400042205,1,01,1,4,01,133,1,1,300,1500
0400042205,1,01,1,4,02,003,1,5,75,750
0400042205,1,01,1,4,01,133,1,5,1600,8000
0400082703,1,02,2,5,04,279,0,2,1,8
0400082703,1,02,2,5,02,251,0,1,1,120
0400082703,1,02,2,5,01,250,0,1,2,180
0400082703,1,02,2,5,04,279,0,1,3,135
0400101805,1,01,1,5,05,279,0,1,6,364
0400101805,1,03,1,5,02,286,0,1,5,265
0400167704,1,02,1,5,03,279,0,1,6,250
0400198805,1,02,1,4,04,194,1,2,500,125
0400198805,1,02,1,4,03,088,1,1,30,100
0400331002,1,02,1,4,04,108,1,1,14,720
0400331002,1,02,1,4,02,055,1,1,5,100
0400331002,1,02,1,4,02,055,1,6,15,300
0400331002,1,02,1,4,03,159,1,1,13,60
0400331002,1,02,1,4,01,003,1,1,30,600
0400331002,1,02,1,4,01,003,1,6,120,2400
0400350702,1,02,2,4,02,088,1,1,16,100
0400350702,1,02,2,4,02,088,1,6,16,100
0400350702,1,02,2,4,03,194,1,2,2000,2000
0400780503,1,01,1,9,02,543,0,1,3,90
0400780503,1,01,1,9,01,504,0,6,8,1040
0400780503,1,01,1,9,03,582,0,6,13,260
0400780503,1,01,1,9,01,504,0,1,10,1300
0400780503,1,01,1,9,01,504,0,5,5,1050
0400780503,1,01,1,9,04,592,0,1,8,160
0400780503,1,01,1,9,04,592,0,6,12,240
0400780503,1,01,1,9,02,543,0,6,7,210
0400780503,1,01,1,9,03,582,0,1,7,140
0400889601,1,01,1,5,06,279,0,1,3,250
0400889601,1,01,1,5,06,279,0,2,1,38
0400889601,1,01,1,5,06,279,0,6,2,125
0400889601,1,01,1,5,03,263,0,1,4,100
0400998606,1,01,2,5,01,250,0,6,1,120
0400998606,1,01,2,5,02,263,0,1,4,600
0400998606,1,01,2,5,06,279,0,6,6,300
0400998606,1,01,2,5,07,280,0,2,1,50
0401072016,1,01,1,5,03,279,0,1,50,1770
0401072016,1,01,1,5,03,279,0,6,1,30
0401072016,1,01,1,5,02,251,0,1,8,960
0401072016,1,01,1,5,01,250,0,6,1,120
0401072016,1,01,1,5,01,250,0,1,12,1440
0401072902,1,01,2,5,02,250,0,1,2,1600
0401072902,1,01,2,5,03,279,0,6,2,500
0401072902,1,01,2,5,03,279,0,1,20,4000
0401072902,1,01,2,5,01,251,0,6,10,10000
0401072902,1,01,2,5,01,251,0,4,20,20000
0401072918,1,01,2,5,01,251,0,1,12,3600
0401072918,1,01,2,5,01,251,0,6,18,5400
0401088519,1,03,1,9,03,522,0,1,100,7000
0401088523,1,04,1,9,03,584,0,1,10,1000
0401088523,1,04,1,9,02,566,0,6,30,2700
0401088523,1,04,1,9,02,566,0,1,20,1800
0401088523,1,04,1,9,01,524,0,6,20,800
0401088523,1,04,1,9,01,524,0,1,10,400
0401088523,1,04,1,9,04,512,0,1,100,5000
0401088523,1,04,1,9,04,512,0,6,100,5000
0401088523,1,04,1,9,03,584,0,6,10,1000
0401088523,1,04,1,9,05,527,0,6,15,900
0401088523,1,04,1,9,05,527,0,1,15,900
0401088616,1,01,1,4,02,159,1,6,10,200
0401088616,1,01,1,4,03,187,1,1,20,300
0401088616,1,01,1,4,03,187,1,6,10,150
0401088616,1,01,1,4,01,146,1,1,30,300
0401088616,1,01,1,4,02,159,1,1,10,200
0401088616,1,01,1,4,01,146,1,6,20,200
0401095424,1,01,2,5,05,279,0,6,2,123
0401095424,1,01,2,5,05,279,0,1,5,223
0401095424,1,01,2,5,01,250,0,1,7,150
0401095424,1,01,2,5,03,263,0,1,8,800
0401095622,1,02,1,5,04,279,0,1,7,408
0401095622,1,02,1,5,04,279,0,6,16,900
0401095622,1,02,1,5,02,251,0,1,1,150
0401095622,1,02,1,5,01,250,0,1,8,1040
0401095803,1,01,2,5,04,279,0,1,52,3000
0401095803,1,01,2,5,05,254,0,1,2,2000
0401095803,1,01,2,5,04,279,0,2,1,48
0401095803,1,01,2,5,04,279,0,6,17,978
0401095803,1,01,2,5,01,250,0,1,27,3780
0401095803,1,01,2,5,03,263,0,1,12,1200
0401096304,1,02,2,5,03,279,0,1,9,436
0401096304,1,02,2,5,02,250,0,1,3,300
0401096402,1,01,1,9,03,512,0,1,100,3000
0401096402,1,01,1,9,02,543,0,1,100,2500
0401096402,1,01,1,9,01,524,0,6,500,12500
0401096402,1,01,1,9,04,592,0,1,50,3000
0401096402,1,01,1,9,04,592,0,6,50,3000
0401096402,1,01,1,9,01,524,0,1,500,12500
0401096402,1,01,1,9,05,579,0,6,100,7000
0401096402,1,01,1,9,05,579,0,1,100,7000
0401096919,1,02,1,9,01,579,0,6,10,650
0401096919,1,02,1,9,01,579,0,1,40,2600
0401110212,1,01,1,9,01,504,0,6,100,19000
0401110212,1,01,1,9,01,504,0,1,100,19000
0401132512,1,01,1,4,03,194,1,2,10,10
0401132512,1,01,1,4,02,088,1,1,40,400
0401132512,1,01,1,4,01,140,1,1,20,140
0401152423,1,02,1,5,01,250,0,6,3,300
0401152423,1,02,1,5,05,279,0,6,18,900
0401152423,1,02,1,5,01,250,0,1,10,1000
0401152423,1,02,1,5,05,279,0,1,57,2880
0401154724,1,01,1,5,05,279,0,2,1,30
0401154724,1,01,1,5,05,279,0,1,15,750
0401154724,1,01,1,5,01,250,0,1,7,1050
0401154724,1,01,1,5,05,279,0,6,2,90
0401196404,1,03,1,5,02,251,0,1,1,120
0401196404,1,03,1,5,01,250,0,1,1,120
0401196404,1,03,1,4,06,079,1,1,2,120
0401196404,1,03,1,4,05,229,1,1,3,60
0401196404,1,03,1,4,04,227,1,1,40,400
0401196404,1,03,1,4,03,133,1,1,72,576
0401196404,1,03,1,4,02,049,1,1,1,5
0401196404,1,03,1,4,01,117,1,1,1,5
0401196404,1,03,1,5,03,279,0,1,15,900
0401196404,1,03,1,5,03,279,0,2,3,180
0401196424,1,02,2,4,03,174,1,1,5,25
0401196424,1,02,2,4,03,174,1,6,6,30
0401196424,1,02,2,4,02,198,1,1,9,45
0401196424,1,02,2,4,02,198,1,6,9,45
0401196424,1,02,2,4,04,194,1,2,5,5
0401196424,1,02,2,4,01,039,1,1,1,3
0401196424,1,02,2,4,01,039,1,6,2,6
0401196807,1,01,2,4,02,088,1,6,4,96
0401196807,1,01,2,4,04,159,1,1,7,154
0401196807,1,01,2,4,05,213,1,1,10,200
0401196807,1,02,1,5,01,250,0,1,12,600
0401196807,1,01,2,4,08,146,1,1,5,200
0401196807,1,01,2,4,06,133,1,1,4,140
0401196807,1,01,2,4,02,088,1,1,4,96
0401196807,1,01,2,4,07,056,1,1,15,90
0401196807,1,02,1,5,05,279,0,1,120,5000
0401197011,1,03,2,5,04,279,0,2,2,39
0401197011,1,03,2,5,04,279,0,1,52,2225
0401197011,1,03,2,5,02,250,0,1,10,800
0401197011,1,03,2,5,03,251,0,1,1,150
0401197204,1,02,1,5,05,279,0,6,1,72
0401197204,1,02,1,5,06,260,0,1,2,100
0401197204,1,01,2,4,01,140,1,1,130,520
0401197204,1,01,2,4,01,140,1,2,20,80
0401197204,1,01,2,4,02,088,1,1,5,50
0401197204,1,01,2,4,02,088,1,6,5,50
0401197204,1,01,2,4,03,124,1,1,1,50
0401197204,1,01,2,4,03,124,1,2,1,50
0401197204,1,01,2,4,04,098,1,1,4,48
0401197204,1,01,2,4,04,098,1,6,1,12
0401197204,1,01,2,4,05,174,1,1,3,30
0401197204,1,01,2,4,07,040,1,1,10,120
0401197204,1,01,2,4,08,229,1,1,1,30
0401197204,1,01,2,4,09,194,1,2,60,30
